-0.936	-0.452	98.84	0.030
-1.007	-0.648	491.80	0.030
-0.864	-0.031	98.00	0.080
-1.036	-0.633	737.35	0.030
-1.004	-0.452	0.00	0.030
-1.004	0.480	0.00	0.050
-1.172	-0.021	836.05	0.020
-0.730	-0.067	574.51	0.020
-1.315	-0.264	191.77	0.070
-0.777	-0.539	437.76	0.030
-1.184	-0.078	425.62	0.020
-0.936	-0.238	1312.99	0.060
-0.660	0.099	379.83	0.047
-0.841	0.176	668.07	0.033
-0.640	0.028	482.63	0.060
-0.984	-0.520	63.93	0.080
-1.317	-0.152	0.00	0.040
-0.490	-0.426	10.63	0.060
-0.367	-0.031	295.00	0.050
-0.859	-0.320	0.00	0.010
-0.850	-0.214	430.00	0.104
-0.235	-0.470	536.97	0.150
-0.226	-0.224	264.44	0.140
0.555	-0.185	180.37	0.130
-0.407	0.005	837.25	0.120
0.226	-1.120	1161.98	0.120
-0.366	-1.101	1334.53	0.070
0.147	-0.984	1076.95	0.130
-0.258	-0.454	11.30	0.090
-0.539	-0.136	955.38	0.080
0.113	-0.281	754.52	0.070
-0.657	-0.756	115.73	0.081
-0.632	0.248	111.44	0.080
-0.380	-0.394	1376.00	0.093
-0.113	-0.135	371.00	0.087
-0.231	0.151	1587.00	0.080
-0.416	-0.335	36.96	0.100
0.165	0.120	1355.25	0.130
0.174	-0.277	1149.25	0.200
0.254	-0.494	1189.25	0.100
0.172	0.535	1160.47	0.120
-0.194	-0.080	730.23	0.068
0.733	-0.298	1562.17	0.120
0.123	0.565	1856.25	0.100
0.410	-0.304	2651.64	0.100
0.485	-0.042	2636.41	0.080
-0.110	0.322	1980.18	0.090
0.024	-0.491	2911.96	0.050
-0.184	0.446	1989.80	0.100
0.104	-0.643	872.60	0.110
0.424	-0.039	11.00	0.120
0.407	-0.170	561.41	0.050
0.495	-0.161	0.00	0.061
0.552	-0.202	1298.52	0.080
0.962	0.358	602.81	0.127
0.697	0.183	2146.90	0.113
0.505	0.813	3709.45	0.080
-0.331	-0.159	1541.88	0.050
1.016	0.142	1847.58	0.090
0.695	0.290	1208.84	0.070
0.466	0.221	1929.35	0.180
1.072	0.618	4463.62	0.100
1.104	0.933	1866.68	0.148
-1.154	-1.000	1387.26	0.000
-0.953	-1.198	1247.27	0.010
-1.527	-1.468	1124.40	0.010
-1.170	-0.168	317.70	0.000
-1.346	-0.703	43.66	0.010
-1.250	-1.056	131.51	0.010
-1.395	-1.263	651.25	0.010
-0.833	-1.475	709.22	0.010
-0.728	-1.574	0.00	0.010
-1.445	-0.395	107.91	0.000
-0.619	-1.299	76.95	0.000
-0.988	-0.956	0.00	0.010
-0.790	-1.070	469.03	0.007
-0.876	-0.419	621.18	0.027
-0.369	-0.611	807.27	0.010
-1.298	-0.736	224.20	0.010
-0.675	-0.542	146.41	0.000
-0.790	-0.632	256.77	0.010
-0.638	-0.811	452.62	0.000
-0.483	-0.860	435.45	0.000
-0.739	-0.709	426.60	0.024
-0.417	-0.563	3938.25	0.020
-0.530	-1.140	3426.53	0.030
-0.864	-1.142	3659.93	0.030
-0.333	-1.303	1924.34	0.070
-1.022	-0.438	1027.90	0.020
-1.157	-1.066	653.90	0.010
-0.212	-1.006	687.13	0.060
-0.390	-0.912	2410.21	0.090
-0.075	-1.099	3218.84	0.020
-0.101	-0.647	4125.06	0.020
0.388	-1.043	4617.30	0.000
0.286	-1.508	5350.61	0.060
0.375	-0.573	2854.24	0.067
0.205	-0.632	2635.84	0.033
0.305	-0.303	2181.67	0.000
-0.927	-0.463	1761.07	0.050
0.161	-0.680	1326.24	0.040
0.327	-1.263	1893.14	0.070
-0.102	0.043	1522.50	0.030
0.186	0.006	1168.21	0.050
0.412	0.246	2454.61	0.044
-1.046	0.490	619.91	0.010
-1.014	-0.048	1109.59	0.010
-1.277	-0.247	477.17	0.010
-1.081	0.299	0.00	0.000
-1.269	-0.363	0.00	0.010
-1.124	-0.532	1943.82	0.010
-1.252	0.088	477.99	0.010
-1.139	0.014	361.46	0.000
-1.236	-0.375	1545.50	0.030
-0.952	-0.052	1088.11	0.050
-0.764	0.418	386.17	0.051
-1.059	-0.388	1627.83	0.010
-0.396	-0.212	678.36	0.007
-0.878	0.070	554.74	0.033
-0.199	0.102	0.00	0.050
-0.583	-0.121	899.82	0.020
-0.439	0.275	531.60	0.030
-0.159	0.400	987.43	0.020
-0.233	0.265	573.16	0.060
-0.393	-0.546	305.33	0.050
-0.301	0.189	708.80	0.016
-0.609	1.753	0.00	0.040
-0.898	2.007	0.00	0.030
-0.773	1.690	0.00	0.000
-0.410	1.820	0.00	0.050
-0.227	1.591	0.00	0.020
-0.593	2.449	0.00	0.030
-0.703	2.345	0.00	0.050
-0.432	1.978	0.00	0.060
-0.796	2.637	0.00	0.070
-0.533	1.604	0.00	0.030
-0.659	1.676	122.17	0.020
-0.550	2.277	0.00	0.080
-0.307	1.751	0.00	0.047
0.128	1.654	0.00	0.080
-0.275	0.930	0.00	0.110
-0.987	0.249	0.00	0.010
-0.065	0.906	0.00	0.010
-0.449	0.633	0.00	0.060
-0.184	0.031	0.00	0.020
0.040	1.718	0.00	0.040
-0.261	0.985	0.00	0.052
-0.599	-0.445	2445.72	0.030
-0.793	-0.555	1979.83	0.020
-0.669	-0.398	1074.53	0.030
-0.670	-0.925	1208.53	0.030
-0.968	-0.899	584.40	0.020
-1.107	-0.812	604.37	0.010
-1.146	-0.942	164.85	0.000
-0.835	-0.483	0.00	0.000
-0.877	-0.463	909.09	0.020
-1.093	-0.534	2086.06	0.010
-0.694	-0.417	771.30	0.010
-0.574	-0.698	2620.79	0.010
-0.939	-1.169	1807.48	0.000
-0.056	-0.384	2184.77	0.020
-0.391	0.307	1907.42	0.000
-1.210	-0.365	1476.45	0.010
-0.367	-0.277	432.28	0.000
-0.560	0.348	847.64	0.050
-0.563	-0.184	196.31	0.020
-0.402	-0.559	7.27	0.000
-0.347	0.272	394.84	0.016
0.304	-0.683	434.03	0.010
0.608	-1.203	667.65	0.020
-0.323	-0.645	1274.62	0.020
0.226	-0.569	766.68	0.050
0.192	-0.596	831.04	0.030
-0.196	-1.736	555.91	0.010
0.047	-0.960	61.39	0.030
-0.186	-0.439	0.00	0.020
0.120	-1.052	831.33	0.020
-0.687	-0.639	771.70	0.020
0.181	-0.484	872.97	0.040
0.008	-1.245	592.56	0.020
0.636	0.081	1017.70	0.027
-0.676	-0.429	1010.70	0.020
0.139	-0.818	671.04	0.060
-0.560	0.020	920.16	0.030
0.449	-0.903	831.05	0.050
-0.050	0.360	631.11	0.030
0.014	-0.833	473.95	0.010
0.136	-0.550	793.67	0.040
1.657	1.665	180.27	0.076
-0.404	1.552	0.00	0.010
-0.463	2.019	0.00	0.020
-0.221	1.820	0.00	0.010
-0.229	1.957	160.05	0.030
-0.183	1.978	0.00	0.040
-0.003	3.144	0.00	0.030
-0.226	2.879	0.00	0.010
-0.169	2.074	0.00	0.020
-0.551	2.656	0.00	0.030
-0.186	0.894	148.18	0.030
-0.400	2.170	0.00	0.030
-0.506	2.795	0.00	0.050
-0.582	1.914	0.00	0.067
0.318	0.492	0.00	0.060
-0.189	0.177	0.00	0.090
-1.170	0.316	0.00	0.040
-0.012	0.995	0.00	0.030
-0.351	0.506	0.00	0.050
-0.043	1.202	0.00	0.020
-0.125	0.953	0.00	0.050
-0.269	0.819	0.00	0.024
-0.018	-0.995	1375.26	0.030
0.465	-1.389	1792.93	0.010
-0.044	-0.795	716.26	0.020
0.326	-1.436	737.82	0.010
0.260	-0.732	575.10	0.030
0.412	-2.002	978.27	0.040
0.408	-1.794	840.73	0.010
0.084	-1.470	776.78	0.010
0.289	-1.237	228.29	0.040
0.104	-0.973	739.38	0.000
0.013	-1.293	1100.28	0.000
-0.031	-1.143	817.99	0.000
0.126	-0.949	405.49	0.000
0.238	-0.508	1075.16	0.040
0.029	-0.312	891.14	0.010
-0.186	-0.475	1061.19	0.010
0.469	-0.160	829.95	0.000
0.267	0.435	467.06	0.010
0.036	-0.682	339.26	0.010
0.248	-0.711	998.33	0.030
1.530	1.380	836.14	0.040
0.778	0.104	1017.80	0.050
0.850	-0.035	1586.30	0.070
1.291	0.660	3755.85	0.050
0.754	0.083	2206.35	0.070
1.388	0.299	1888.40	0.100
1.583	0.193	2825.47	0.120
1.257	0.033	921.67	0.050
1.312	0.411	156.28	0.060
1.280	0.250	2124.09	0.080
1.007	0.238	2639.11	0.100
0.510	0.565	1547.82	0.081
0.518	0.342	2006.24	0.070
0.800	-0.094	1189.85	0.067
1.241	1.909	1498.24	0.073
0.502	0.299	1370.64	0.080
0.449	0.096	1628.39	0.160
0.754	0.493	542.61	0.080
0.978	0.649	429.31	0.080
0.876	0.721	393.04	0.180
0.362	0.286	1007.44	0.080
0.696	0.308	27.95	0.096
0.324	1.637	254.68	0.010
0.588	1.716	11.56	0.010
1.192	0.961	11.68	0.020
0.312	1.435	461.10	0.030
0.955	1.584	26.65	0.030
1.511	2.806	836.58	0.050
1.215	2.669	388.04	0.050
0.951	1.990	139.04	0.020
0.462	1.948	54.61	0.010
0.742	1.116	14.08	0.010
-0.119	2.088	192.81	0.000
0.130	2.639	572.20	0.020
0.311	1.900	31.62	0.007
1.549	0.020	790.59	0.027
0.289	1.259	68.39	0.030
0.215	0.244	218.48	0.010
-0.349	1.157	239.14	0.000
0.578	0.944	591.86	0.020
-0.287	0.410	22.96	0.030
0.256	0.803	21.29	0.020
0.636	1.164	17.77	0.024
2.763	-1.493	2337.87	0.140
3.704	-0.397	4621.99	0.200
2.925	-0.621	5740.09	0.220
2.758	-0.710	5218.00	0.200
2.746	-0.828	3927.89	0.210
3.233	-1.077	3237.25	0.200
3.496	-0.707	1931.51	0.180
3.054	-0.699	288.23	0.230
2.619	-1.036	4255.65	0.150
1.660	-0.296	4144.70	0.200
3.650	-1.552	1796.55	0.222
3.444	-1.812	1772.66	0.240
3.340	-1.323	3987.00	0.133
2.156	-0.021	5079.83	0.193
3.176	-0.956	8746.59	0.140
1.044	-0.063	4994.24	0.160
3.029	-0.531	2398.88	0.160
2.255	-0.527	769.83	0.130
2.112	0.590	316.00	0.140
2.081	-0.889	718.00	0.210
2.491	0.539	2149.00	0.096
-0.772	-0.716	1892.92	0.010
-0.862	-0.202	2507.24	0.030
-0.781	-0.745	1009.39	0.020
-0.735	-0.338	2199.08	0.000
-0.848	-0.164	1742.94	0.040
-1.098	-0.078	2303.25	0.020
-0.805	-0.749	3572.28	0.040
-0.563	-0.902	2298.51	0.050
-0.672	-0.599	1154.34	0.020
-0.038	-0.411	1610.95	0.030
-1.148	-0.394	2520.80	0.030
-1.038	-0.512	405.53	0.030
-0.008	0.361	263.62	0.047
-1.264	-0.872	2355.05	0.033
-0.332	0.013	765.43	0.010
-0.505	-0.538	1910.35	0.100
-0.177	-0.095	1622.51	0.050
-0.180	-0.191	997.30	0.040
-0.137	-0.237	2450.70	0.010
-0.037	-0.456	2638.56	0.030
-0.566	-0.582	1181.96	0.024
